VHC03_SRC_FACTURESFOURNISSEURS_070826_154005.csv
N° ligne source;Erreur;Date arrêté comptable;Code société;Compte local;ID fournisseur externe; Code Tache;Code folio;Libellé;Quantité;Type;Montant;Devise;Date de pièce comptable;Numéro de pièce;Taux de TVA;Nature1;Nature2;Type de TVA;Date d'échéance;ID scan facture;Origine scan facture;Code region
0000000211;CodeSociete:empty or null,CodeTache:empty or null;25/08/2026;;401100;67955-FRA92150;;VFF;Facture MASTERNAUT FR1201976 112025;0;STANDARD;53.92;EUR;30/11/2025;FR1201976;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000007H
0000000212;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0001520C;VFF;Facture MASTERNAUT FR1201976 112025;1;STANDARD;11.23;EUR;30/11/2025;FR1201976;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000007H
0000000213;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0066095H;VFF;Facture MASTERNAUT FR1201976 112025;1;STANDARD;11.23;EUR;30/11/2025;FR1201976;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000007H
0000000214;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0001538Y;VFF;Facture MASTERNAUT FR1201976 112025;1;STANDARD;11.23;EUR;30/11/2025;FR1201976;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000007H
0000000215;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0001519B;VFF;Facture MASTERNAUT FR1201976 112025;1;STANDARD;11.23;EUR;30/11/2025;FR1201976;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000007H
0000000216;CodeSociete:empty or null,CodeTache:empty or null;25/08/2026;;445661;67955-FRA92150;;VFF;Facture MASTERNAUT FR1201976 112025;0;STANDARD;9.00;EUR;30/11/2025;FR1201976;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000007H
0000000217;CodeSociete:empty or null,CodeTache:empty or null;25/08/2026;;401100;67955-FRA92150;;VFF;Facture MASTERNAUT FR1201979 112025;0;STANDARD;53.91;EUR;30/11/2025;FR1201979;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000005F
0000000218;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0001405X;VFF;Facture MASTERNAUT FR1201979 112025;2;STANDARD;22.46;EUR;30/11/2025;FR1201979;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000005F
0000000219;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0346471S;VFF;Facture MASTERNAUT FR1201979 112025;1;STANDARD;11.23;EUR;30/11/2025;FR1201979;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000005F
0000000220;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0029054R;VFF;Facture MASTERNAUT FR1201979 112025;1;STANDARD;11.23;EUR;30/11/2025;FR1201979;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000005F
0000000221;CodeSociete:empty or null,CodeTache:empty or null;25/08/2026;;445661;67955-FRA92150;;VFF;Facture MASTERNAUT FR1201979 112025;0;STANDARD;8.99;EUR;30/11/2025;FR1201979;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000005F
0000000222;CodeSociete:empty or null,CodeTache:empty or null;25/08/2026;;401100;67955-FRA92150;;VFF;Facture MASTERNAUT FR1201974 112025;0;STANDARD;94.36;EUR;30/11/2025;FR1201974;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000008J
0000000223;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0813656J;VFF;Facture MASTERNAUT FR1201974 112025;1;STANDARD;11.23;EUR;30/11/2025;FR1201974;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000008J
0000000224;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0001257D;VFF;Facture MASTERNAUT FR1201974 112025;1;STANDARD;11.23;EUR;30/11/2025;FR1201974;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000008J
0000000225;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK1641478R;VFF;Facture MASTERNAUT FR1201974 112025;1;STANDARD;11.23;EUR;30/11/2025;FR1201974;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000008J
0000000226;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0813645X;VFF;Facture MASTERNAUT FR1201974 112025;1;STANDARD;11.23;EUR;30/11/2025;FR1201974;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000008J
0000000227;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0001234C;VFF;Facture MASTERNAUT FR1201974 112025;1;STANDARD;11.23;EUR;30/11/2025;FR1201974;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000008J
0000000228;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0813661P;VFF;Facture MASTERNAUT FR1201974 112025;1;STANDARD;11.23;EUR;30/11/2025;FR1201974;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000008J
0000000229;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0216824R;VFF;Facture MASTERNAUT FR1201974 112025;1;STANDARD;11.23;EUR;30/11/2025;FR1201974;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000008J
0000000230;CodeSociete:empty or null,CodeTache:empty or null;25/08/2026;;445661;67955-FRA92150;;VFF;Facture MASTERNAUT FR1201974 112025;0;STANDARD;15.75;EUR;30/11/2025;FR1201974;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000008J
0000000231;CodeSociete:empty or null,CodeTache:empty or null;25/08/2026;;401100;67955-FRA92150;;VFF;Facture MASTERNAUT FR1201978 112025;0;STANDARD;13.48;EUR;30/11/2025;FR1201978;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000008J
0000000232;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK1335315D;VFF;Facture MASTERNAUT FR1201978 112025;1;STANDARD;11.23;EUR;30/11/2025;FR1201978;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000008J
0000000233;CodeSociete:empty or null,CodeTache:empty or null;25/08/2026;;445661;67955-FRA92150;;VFF;Facture MASTERNAUT FR1201978 112025;0;STANDARD;2.25;EUR;30/11/2025;FR1201978;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000008J
0000000234;CodeSociete:empty or null,CodeTache:empty or null;25/08/2026;;401100;67955-FRA92150;;VFF;Facture MASTERNAUT FR1181210 052025;0;STANDARD;134.79;EUR;31/05/2025;FR1181210;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000002C
0000000235;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0031440C;VFF;Facture MASTERNAUT FR1181210 052025;1;STANDARD;11.23;EUR;31/05/2025;FR1181210;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000002C
0000000236;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0001047P;VFF;Facture MASTERNAUT FR1181210 052025;1;STANDARD;11.23;EUR;31/05/2025;FR1181210;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000002C
0000000237;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0211899V;VFF;Facture MASTERNAUT FR1181210 052025;1;STANDARD;11.23;EUR;31/05/2025;FR1181210;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000002C
0000000238;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0008396R;VFF;Facture MASTERNAUT FR1181210 052025;1;STANDARD;11.23;EUR;31/05/2025;FR1181210;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000002C
0000000239;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0001048R;VFF;Facture MASTERNAUT FR1181210 052025;2;STANDARD;22.46;EUR;31/05/2025;FR1181210;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000002C
0000000240;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0001074W;VFF;Facture MASTERNAUT FR1181210 052025;1;STANDARD;11.23;EUR;31/05/2025;FR1181210;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000002C
0000000241;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0001059D;VFF;Facture MASTERNAUT FR1181210 052025;1;STANDARD;11.23;EUR;31/05/2025;FR1181210;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000002C
0000000242;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0001015D;VFF;Facture MASTERNAUT FR1181210 052025;1;STANDARD;11.23;EUR;31/05/2025;FR1181210;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000002C
0000000243;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK1335315D;VFF;Facture MASTERNAUT FR1181210 052025;1;STANDARD;11.23;EUR;31/05/2025;FR1181210;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000008J
0000000244;CodeSociete:empty or null,CodeTache:empty or null;25/08/2026;;445661;67955-FRA92150;;VFF;Facture MASTERNAUT FR1181210 052025;0;STANDARD;22.49;EUR;31/05/2025;FR1181210;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000002C
0000000245;CodeSociete:empty or null,CodeTache:empty or null;25/08/2026;;401100;67955-FRA92150;;VFF;Facture MASTERNAUT FR1137566 072024;0;STANDARD;236.15;EUR;31/07/2024;FR1137566;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000007H
0000000246;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0001495Z;VFF;Facture MASTERNAUT FR1137566 072024;1;STANDARD;10.93;EUR;31/07/2024;FR1137566;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000007H
0000000247;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0001492W;VFF;Facture MASTERNAUT FR1137566 072024;2;STANDARD;21.86;EUR;31/07/2024;FR1137566;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000007H
0000000248;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0643272R;VFF;Facture MASTERNAUT FR1137566 072024;1;STANDARD;10.93;EUR;31/07/2024;FR1137566;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000007H
0000000249;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0001520C;VFF;Facture MASTERNAUT FR1137566 072024;1;STANDARD;10.93;EUR;31/07/2024;FR1137566;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000007H
0000000250;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0001539Z;VFF;Facture MASTERNAUT FR1137566 072024;1;STANDARD;10.93;EUR;31/07/2024;FR1137566;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000007H
0000000251;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0217799Z;VFF;Facture MASTERNAUT FR1137566 072024;1;STANDARD;10.93;EUR;31/07/2024;FR1137566;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000007H
0000000252;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0648575S;VFF;Facture MASTERNAUT FR1137566 072024;1;STANDARD;10.93;EUR;31/07/2024;FR1137566;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000007H
0000000253;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK1241076N;VFF;Facture MASTERNAUT FR1137566 072024;1;STANDARD;10.93;EUR;31/07/2024;FR1137566;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000007H
0000000254;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0066095H;VFF;Facture MASTERNAUT FR1137566 072024;1;STANDARD;10.93;EUR;31/07/2024;FR1137566;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000007H
0000000255;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0001538Y;VFF;Facture MASTERNAUT FR1137566 072024;1;STANDARD;10.93;EUR;31/07/2024;FR1137566;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000007H
0000000256;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0001519B;VFF;Facture MASTERNAUT FR1137566 072024;1;STANDARD;10.93;EUR;31/07/2024;FR1137566;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000007H
0000000257;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0545475H;VFF;Facture MASTERNAUT FR1137566 072024;1;STANDARD;10.93;EUR;31/07/2024;FR1137566;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000007H
0000000258;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK1163955B;VFF;Facture MASTERNAUT FR1137566 072024;1;STANDARD;10.93;EUR;31/07/2024;FR1137566;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000007H
0000000259;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0001536W;VFF;Facture MASTERNAUT FR1137566 072024;1;STANDARD;13.12;EUR;31/07/2024;FR1137566;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000007H
0000000260;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0001546G;VFF;Facture MASTERNAUT FR1137566 072024;1;STANDARD;10.93;EUR;31/07/2024;FR1137566;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000007H
0000000261;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0001509P;VFF;Facture MASTERNAUT FR1137566 072024;1;STANDARD;10.93;EUR;31/07/2024;FR1137566;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000007H
0000000262;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0232180R;VFF;Facture MASTERNAUT FR1137566 072024;1;STANDARD;10.93;EUR;31/07/2024;FR1137566;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000007H
0000000263;CodeSociete:empty or null,CodeTache:empty or null;25/08/2026;;445661;67955-FRA92150;;VFF;Facture MASTERNAUT FR1137566 072024;0;STANDARD;37.22;EUR;31/07/2024;FR1137566;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000007H
0000000264;CodeSociete:empty or null,CodeTache:empty or null;25/08/2026;;401100;67955-FRA92150;;VFF;Facture MASTERNAUT FR1141749 072024;0;STANDARD;1206.75;EUR;31/07/2024;FR1141749;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000008J
0000000265;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0813632G;VFF;Facture MASTERNAUT FR1141749 072024;1;STANDARD;10.93;EUR;31/07/2024;FR1141749;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000008J
0000000266;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0813649B;VFF;Facture MASTERNAUT FR1141749 072024;2;STANDARD;21.86;EUR;31/07/2024;FR1141749;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000008J
0000000267;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0001230Y;VFF;Facture MASTERNAUT FR1141749 072024;3;STANDARD;32.79;EUR;31/07/2024;FR1141749;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000008J
0000000268;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0001257D;VFF;Facture MASTERNAUT FR1141749 072024;3;STANDARD;32.79;EUR;31/07/2024;FR1141749;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000008J
0000000269;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0001242L;VFF;Facture MASTERNAUT FR1141749 072024;2;STANDARD;21.86;EUR;31/07/2024;FR1141749;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000008J
0000000270;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0813656J;VFF;Facture MASTERNAUT FR1141749 072024;2;STANDARD;21.86;EUR;31/07/2024;FR1141749;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000008J
0000000271;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0001262J;VFF;Facture MASTERNAUT FR1141749 072024;4;STANDARD;43.72;EUR;31/07/2024;FR1141749;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000008J
0000000272;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0216824R;VFF;Facture MASTERNAUT FR1141749 072024;3;STANDARD;32.79;EUR;31/07/2024;FR1141749;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000008J
0000000273;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0966036T;VFF;Facture MASTERNAUT FR1141749 072024;1;STANDARD;10.93;EUR;31/07/2024;FR1141749;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000008J
0000000274;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0001236E;VFF;Facture MASTERNAUT FR1141749 072024;6;STANDARD;65.58;EUR;31/07/2024;FR1141749;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000008J
0000000275;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0340925P;VFF;Facture MASTERNAUT FR1141749 072024;2;STANDARD;21.86;EUR;31/07/2024;FR1141749;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000008J
0000000276;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0001238G;VFF;Facture MASTERNAUT FR1141749 072024;1;STANDARD;10.93;EUR;31/07/2024;FR1141749;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000008J
0000000277;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0001193F;VFF;Facture MASTERNAUT FR1141749 072024;1;STANDARD;10.93;EUR;31/07/2024;FR1141749;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000008J
0000000278;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0216826T;VFF;Facture MASTERNAUT FR1141749 072024;3;STANDARD;32.79;EUR;31/07/2024;FR1141749;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000008J
0000000279;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0585659X;VFF;Facture MASTERNAUT FR1141749 072024;2;STANDARD;21.86;EUR;31/07/2024;FR1141749;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000008J
0000000280;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK1641478R;VFF;Facture MASTERNAUT FR1141749 072024;1;STANDARD;10.93;EUR;31/07/2024;FR1141749;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000008J
0000000281;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0001253Z;VFF;Facture MASTERNAUT FR1141749 072024;3;STANDARD;32.79;EUR;31/07/2024;FR1141749;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000008J
0000000282;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0001202R;VFF;Facture MASTERNAUT FR1141749 072024;3;STANDARD;32.79;EUR;31/07/2024;FR1141749;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000008J
0000000283;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0001263K;VFF;Facture MASTERNAUT FR1141749 072024;2;STANDARD;21.86;EUR;31/07/2024;FR1141749;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000008J
0000000284;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0646050Y;VFF;Facture MASTERNAUT FR1141749 072024;1;STANDARD;10.93;EUR;31/07/2024;FR1141749;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000008J
0000000285;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0816785P;VFF;Facture MASTERNAUT FR1141749 072024;3;STANDARD;32.79;EUR;31/07/2024;FR1141749;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000008J
0000000286;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0001228W;VFF;Facture MASTERNAUT FR1141749 072024;1;STANDARD;10.93;EUR;31/07/2024;FR1141749;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000008J
0000000287;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0001279D;VFF;Facture MASTERNAUT FR1141749 072024;2;STANDARD;21.86;EUR;31/07/2024;FR1141749;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000008J
0000000288;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0001226T;VFF;Facture MASTERNAUT FR1141749 072024;2;STANDARD;21.86;EUR;31/07/2024;FR1141749;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000008J
0000000289;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0813639P;VFF;Facture MASTERNAUT FR1141749 072024;2;STANDARD;21.86;EUR;31/07/2024;FR1141749;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000008J
0000000290;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0001102C;VFF;Facture MASTERNAUT FR1141749 072024;1;STANDARD;10.93;EUR;31/07/2024;FR1141749;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000008J
0000000291;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0001232A;VFF;Facture MASTERNAUT FR1141749 072024;1;STANDARD;10.93;EUR;31/07/2024;FR1141749;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000008J
0000000292;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0001234C;VFF;Facture MASTERNAUT FR1141749 072024;6;STANDARD;65.58;EUR;31/07/2024;FR1141749;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000008J
0000000293;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0001204T;VFF;Facture MASTERNAUT FR1141749 072024;1;STANDARD;10.93;EUR;31/07/2024;FR1141749;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000008J
0000000294;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0216823P;VFF;Facture MASTERNAUT FR1141749 072024;2;STANDARD;21.86;EUR;31/07/2024;FR1141749;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000008J
0000000295;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0813626A;VFF;Facture MASTERNAUT FR1141749 072024;3;STANDARD;32.79;EUR;31/07/2024;FR1141749;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000008J
0000000296;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0001240J;VFF;Facture MASTERNAUT FR1141749 072024;7;STANDARD;76.51;EUR;31/07/2024;FR1141749;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000008J
0000000297;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0001265M;VFF;Facture MASTERNAUT FR1141749 072024;1;STANDARD;10.93;EUR;31/07/2024;FR1141749;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000008J
0000000298;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK1182794J;VFF;Facture MASTERNAUT FR1141749 072024;1;STANDARD;10.93;EUR;31/07/2024;FR1141749;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000008J
0000000299;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0463459H;VFF;Facture MASTERNAUT FR1141749 072024;1;STANDARD;10.93;EUR;31/07/2024;FR1141749;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000001B
0000000300;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0001267P;VFF;Facture MASTERNAUT FR1141749 072024;2;STANDARD;21.86;EUR;31/07/2024;FR1141749;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000008J
0000000301;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0001197K;VFF;Facture MASTERNAUT FR1141749 072024;3;STANDARD;32.79;EUR;31/07/2024;FR1141749;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000008J
0000000302;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0001217H;VFF;Facture MASTERNAUT FR1141749 072024;1;STANDARD;10.93;EUR;31/07/2024;FR1141749;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000008J
0000000303;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0001191D;VFF;Facture MASTERNAUT FR1141749 072024;1;STANDARD;10.93;EUR;31/07/2024;FR1141749;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000008J
0000000304;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0001273X;VFF;Facture MASTERNAUT FR1141749 072024;1;STANDARD;10.93;EUR;31/07/2024;FR1141749;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000008J
0000000305;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0001135P;VFF;Facture MASTERNAUT FR1141749 072024;1;STANDARD;10.93;EUR;31/07/2024;FR1141749;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000008J
0000000306;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0001198L;VFF;Facture MASTERNAUT FR1141749 072024;1;STANDARD;10.93;EUR;31/07/2024;FR1141749;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000008J
0000000307;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0813661P;VFF;Facture MASTERNAUT FR1141749 072024;1;STANDARD;10.93;EUR;31/07/2024;FR1141749;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000008J
0000000308;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0001212C;VFF;Facture MASTERNAUT FR1141749 072024;1;STANDARD;10.93;EUR;31/07/2024;FR1141749;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000008J
0000000309;CodeSociete:empty or null,CodeTache:empty or null;25/08/2026;;445661;67955-FRA92150;;VFF;Facture MASTERNAUT FR1141749 072024;0;STANDARD;201.19;EUR;31/07/2024;FR1141749;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000008J
0000000310;CodeSociete:empty or null,CodeTache:empty or null;25/08/2026;;401100;67955-FRA92150;;VFF;Facture MASTERNAUT FR1137567 072024;0;STANDARD;314.82;EUR;31/07/2024;FR1137567;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000003D
0000000311;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0006518G;VFF;Facture MASTERNAUT FR1137567 072024;1;STANDARD;10.93;EUR;31/07/2024;FR1137567;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000003D
0000000312;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0009900A;VFF;Facture MASTERNAUT FR1137567 072024;3;STANDARD;32.79;EUR;31/07/2024;FR1137567;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000003D
0000000313;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0008832L;VFF;Facture MASTERNAUT FR1137567 072024;7;STANDARD;76.51;EUR;31/07/2024;FR1137567;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000003D
0000000314;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0009543V;VFF;Facture MASTERNAUT FR1137567 072024;3;STANDARD;32.79;EUR;31/07/2024;FR1137567;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000003D
0000000315;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0009898Y;VFF;Facture MASTERNAUT FR1137567 072024;2;STANDARD;21.86;EUR;31/07/2024;FR1137567;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000003D
