NUMERO_PIECE;DATE_ARRETE_COMPTABLE;DEVISE;SOCIETE;COMPTE_LOCAL;PARTENAIRE;CENTRE_FINANCE;TACHE;MONTANT_DEBIT;MONTANT_CREDIT;LIBELLE;CODE_FOLIO;TYPE_EVENEMENT;TYPE_DEPENSE;QUANTITE;DATE_PIECE_COMPTABLE;REGION;EDF_FLUX;EDF_CLEF_REFERENCE_01;EDF_DATE_VALEUR;EDF_NUM_OPERATION;EDF_CLEF_REFERENCE_02;FLAG_TVA;EDF_DATE_FACTURE;CODE_TAXE;EDF_REFERENCE_FACTURE;EDF_MONTANT_FACTURE
0000010748;27/07/2026;EUR;0001;759990;0;B00001231Z;GK0001242L;0;37.48;GK0001242L;THO;VENTE AU T.H.O.;;0.57;27/07/2026;B00000008J;;;;;;;;;;
0000010749;27/07/2026;EUR;0001;759990;0;B00001231Z;GK0001242L;0;1559.59;GK0001242L;THO;VENTE AU T.H.O.;;23.72;27/07/2026;B00000008J;;;;;;;;;;
0000010750;27/07/2026;EUR;0001;759990;0;B00001231Z;GK0001242L;0;1.32;GK0001242L;THO;VENTE AU T.H.O.;;0.02;27/07/2026;B00000008J;;;;;;;;;;
0000010751;27/07/2026;EUR;0001;759990;0;B00001231Z;GK0001242L;0;20.39;GK0001242L;THO;VENTE AU T.H.O.;;0.31;27/07/2026;B00000008J;;;;;;;;;;
0000010752;27/07/2026;EUR;0001;759990;0;B00001231Z;GK0001242L;0;844.23;GK0001242L;THO;VENTE AU T.H.O.;;12.84;27/07/2026;B00000008J;;;;;;;;;;
0000010753;27/07/2026;EUR;0001;759990;0;B00001231Z;GK0001242L;0;554.93;GK0001242L;THO;VENTE AU T.H.O.;;8.44;27/07/2026;B00000008J;;;;;;;;;;
0000010754;27/07/2026;EUR;0001;759990;0;B00001231Z;GK0001242L;0;799.52;GK0001242L;THO;VENTE AU T.H.O.;;12.16;27/07/2026;B00000008J;;;;;;;;;;
0000010755;27/07/2026;EUR;0001;759990;0;B00001231Z;GK0001242L;0;3.29;GK0001242L;THO;VENTE AU T.H.O.;;0.05;27/07/2026;B00000008J;;;;;;;;;;
0000010756;27/07/2026;EUR;0001;759990;0;B00001231Z;GK0001242L;0;328.75;GK0001242L;THO;VENTE AU T.H.O.;;5.0;27/07/2026;B00000008J;;;;;;;;;;
0000010757;27/07/2026;EUR;0001;759990;0;B00001231Z;GK0001242L;0;920.50;GK0001242L;THO;VENTE AU T.H.O.;;14.0;27/07/2026;B00000008J;;;;;;;;;;
0000010758;27/07/2026;EUR;0001;759990;0;B00001231Z;GK0001242L;0;10024.47;GK0001242L;THO;VENTE AU T.H.O.;;152.46;27/07/2026;B00000008J;;;;;;;;;;
0000010759;27/07/2026;EUR;0001;759990;0;B00001231Z;GK0001242L;0;126.24;GK0001242L;THO;VENTE AU T.H.O.;;1.92;27/07/2026;B00000008J;;;;;;;;;;
0000010760;27/07/2026;EUR;0001;759990;0;B00001231Z;GK0001242L;0;132.82;GK0001242L;THO;VENTE AU T.H.O.;;2.02;27/07/2026;B00000008J;;;;;;;;;;
0000010761;27/07/2026;EUR;0001;759990;0;B00001231Z;GK0001242L;0;1.32;GK0001242L;THO;VENTE AU T.H.O.;;0.02;27/07/2026;B00000008J;;;;;;;;;;
0000010762;27/07/2026;EUR;0001;759990;0;B00001231Z;GK0001242L;0;633.83;GK0001242L;THO;VENTE AU T.H.O.;;9.64;27/07/2026;B00000008J;;;;;;;;;;
0000010763;27/07/2026;EUR;0001;759990;0;B00001231Z;GK0001242L;0;82.85;GK0001242L;THO;VENTE AU T.H.O.;;1.26;27/07/2026;B00000008J;;;;;;;;;;
0000010764;27/07/2026;EUR;0001;759990;0;B00001231Z;GK0001242L;0;198.57;GK0001242L;THO;VENTE AU T.H.O.;;3.02;27/07/2026;B00000008J;;;;;;;;;;
0000010765;27/07/2026;EUR;0001;759990;0;B00001231Z;GK0001242L;0;4554.51;GK0001242L;THO;VENTE AU T.H.O.;;69.27;27/07/2026;B00000008J;;;;;;;;;;
0000010766;27/07/2026;EUR;0001;759990;0;B00001231Z;GK0001242L;0;3652.86;GK0001242L;THO;VENTE AU T.H.O.;;55.56;27/07/2026;B00000008J;;;;;;;;;;
0000010767;27/07/2026;EUR;0001;759990;0;B00001231Z;GK0001242L;0;356.37;GK0001242L;THO;VENTE AU T.H.O.;;5.42;27/07/2026;B00000008J;;;;;;;;;;
0000010768;27/07/2026;EUR;0001;759990;0;B00001231Z;GK0001242L;0;282.07;GK0001242L;THO;VENTE AU T.H.O.;;4.29;27/07/2026;B00000008J;;;;;;;;;;
0000010769;27/07/2026;EUR;0001;759990;0;B00001231Z;GK0001242L;0;137.42;GK0001242L;THO;VENTE AU T.H.O.;;2.09;27/07/2026;B00000008J;;;;;;;;;;
0000010770;27/07/2026;EUR;0001;759990;0;B00001231Z;GK0001242L;0;3.95;GK0001242L;THO;VENTE AU T.H.O.;;0.06;27/07/2026;B00000008J;;;;;;;;;;
0000010771;27/07/2026;EUR;0001;759990;0;B00001231Z;GK0001242L;0;474.72;GK0001242L;THO;VENTE AU T.H.O.;;7.22;27/07/2026;B00000008J;;;;;;;;;;
0000010772;27/07/2026;EUR;0001;759990;0;B00001231Z;GK0001242L;0;3804.96;GK0001242L;THO;VENTE AU T.H.O.;;57.87;27/07/2026;B00000008J;;;;;;;;;;
0000010773;27/07/2026;EUR;0001;759990;0;B00001231Z;GK0001242L;0;263.00;GK0001242L;THO;VENTE AU T.H.O.;;4.0;27/07/2026;B00000008J;;;;;;;;;;
0000010774;27/07/2026;EUR;0001;759990;0;B00001231Z;GK0001242L;0;254.46;GK0001242L;THO;VENTE AU T.H.O.;;3.87;27/07/2026;B00000008J;;;;;;;;;;
0000010775;27/07/2026;EUR;0001;759990;0;B00001231Z;GK0001242L;0;1680.80;GK0001242L;THO;VENTE AU T.H.O.;;25.56;27/07/2026;B00000008J;;;;;;;;;;
0000010776;27/07/2026;EUR;0001;759990;0;B00001231Z;GK0001242L;0;96.66;GK0001242L;THO;VENTE AU T.H.O.;;1.47;27/07/2026;B00000008J;;;;;;;;;;
0000010777;27/07/2026;EUR;0001;759990;0;B00001231Z;GK0001242L;0;295.88;GK0001242L;THO;VENTE AU T.H.O.;;4.5;27/07/2026;B00000008J;;;;;;;;;;
0000010778;27/07/2026;EUR;0001;759990;0;B00001231Z;GK0001242L;0;270.89;GK0001242L;THO;VENTE AU T.H.O.;;4.12;27/07/2026;B00000008J;;;;;;;;;;
0000010779;27/07/2026;EUR;0001;759990;0;B00001231Z;GK0001242L;0;32.88;GK0001242L;THO;VENTE AU T.H.O.;;0.5;27/07/2026;B00000008J;;;;;;;;;;
0000010780;27/07/2026;EUR;0001;759990;0;B00001231Z;GK0001242L;0;394.50;GK0001242L;THO;VENTE AU T.H.O.;;6.0;27/07/2026;B00000008J;;;;;;;;;;
0000010781;27/07/2026;EUR;0001;759990;0;B00001231Z;GK0001242L;0;2.63;GK0001242L;THO;VENTE AU T.H.O.;;0.04;27/07/2026;B00000008J;;;;;;;;;;
0000010782;27/07/2026;EUR;0001;759990;0;B00001231Z;GK0001242L;0;177.53;GK0001242L;THO;VENTE AU T.H.O.;;2.7;27/07/2026;B00000008J;;;;;;;;;;
0000010783;27/07/2026;EUR;0001;759990;0;B00001231Z;GK0001242L;0;65.75;GK0001242L;THO;VENTE AU T.H.O.;;1.0;27/07/2026;B00000008J;;;;;;;;;;
0000010784;27/07/2026;EUR;0001;759990;0;B00001231Z;GK0001242L;0;230.13;GK0001242L;THO;VENTE AU T.H.O.;;3.5;27/07/2026;B00000008J;;;;;;;;;;
0000010785;27/07/2026;EUR;0001;759990;0;B00001231Z;GK0001242L;0;197.25;GK0001242L;THO;VENTE AU T.H.O.;;3.0;27/07/2026;B00000008J;;;;;;;;;;
0000010786;27/07/2026;EUR;0001;759990;0;B00001231Z;GK0001242L;0;395.16;GK0001242L;THO;VENTE AU T.H.O.;;6.01;27/07/2026;B00000008J;;;;;;;;;;
0000010787;27/07/2026;EUR;0001;759990;0;B00001231Z;GK0001242L;0;65.75;GK0001242L;THO;VENTE AU T.H.O.;;1.0;27/07/2026;B00000008J;;;;;;;;;;
0000010788;27/07/2026;EUR;0001;759990;0;B00001231Z;GK0001242L;0;4920.52;GK0001242L;THO;VENTE AU T.H.O.;;74.84;27/07/2026;B00000008J;;;;;;;;;;
0000010789;27/07/2026;EUR;0001;759990;0;B00001231Z;GK0001242L;0;32.88;GK0001242L;THO;VENTE AU T.H.O.;;0.5;27/07/2026;B00000008J;;;;;;;;;;
0000010790;27/07/2026;EUR;0001;759990;0;B00001231Z;GK0001242L;0;11178.16;GK0001242L;THO;VENTE AU T.H.O.;;170.01;27/07/2026;B00000008J;;;;;;;;;;
0000010791;27/07/2026;EUR;0001;759990;0;B00001231Z;GK0001242L;0;263.00;GK0001242L;THO;VENTE AU T.H.O.;;4.0;27/07/2026;B00000008J;;;;;;;;;;
0000010792;27/07/2026;EUR;0001;759990;0;B00001231Z;GK0001242L;0;49.32;GK0001242L;THO;VENTE AU T.H.O.;;0.75;27/07/2026;B00000008J;;;;;;;;;;
0000010793;27/07/2026;EUR;0001;759990;0;B00001231Z;GK0001242L;0;1653.62;GK0001242L;THO;VENTE AU T.H.O.;;25.15;27/07/2026;B00000008J;;;;;;;;;;
0000010794;27/07/2026;EUR;0001;759990;0;B00001231Z;GK0001242L;0;466.17;GK0001242L;THO;VENTE AU T.H.O.;;7.09;27/07/2026;B00000008J;;;;;;;;;;
0000010795;27/07/2026;EUR;0001;759990;0;B00001231Z;GK0001242L;0;115.07;GK0001242L;THO;VENTE AU T.H.O.;;1.75;27/07/2026;B00000008J;;;;;;;;;;
0000010796;27/07/2026;EUR;0001;759990;0;B00001231Z;GK0001242L;0;1383.38;GK0001242L;THO;VENTE AU T.H.O.;;21.04;27/07/2026;B00000008J;;;;;;;;;;
0000010797;27/07/2026;EUR;0001;759990;0;B00001231Z;GK0001242L;0;19.07;GK0001242L;THO;VENTE AU T.H.O.;;0.29;27/07/2026;B00000008J;;;;;;;;;;
0000010798;27/07/2026;EUR;0001;759990;0;B00001231Z;GK0001242L;0;246.57;GK0001242L;THO;VENTE AU T.H.O.;;3.75;27/07/2026;B00000008J;;;;;;;;;;
0000010799;27/07/2026;EUR;0001;759990;0;B00001231Z;GK0001242L;0;851.47;GK0001242L;THO;VENTE AU T.H.O.;;12.95;27/07/2026;B00000008J;;;;;;;;;;
0000010800;27/07/2026;EUR;0001;759990;0;B00001231Z;GK0001242L;0;1180.87;GK0001242L;THO;VENTE AU T.H.O.;;17.96;27/07/2026;B00000008J;;;;;;;;;;
0000010801;27/07/2026;EUR;0001;759990;0;B00001231Z;GK0001242L;0;6617.08;GK0001242L;THO;VENTE AU T.H.O.;;100.64;27/07/2026;B00000008J;;;;;;;;;;
0000010802;27/07/2026;EUR;0001;759990;0;B00001231Z;GK0001242L;0;5949.50;GK0001242L;THO;VENTE AU T.H.O.;;90.49;27/07/2026;B00000008J;;;;;;;;;;
0000010803;27/07/2026;EUR;0001;759990;0;B00001231Z;GK0001242L;0;984.28;GK0001242L;THO;VENTE AU T.H.O.;;14.97;27/07/2026;B00000008J;;;;;;;;;;
0000010804;27/07/2026;EUR;0001;759990;0;B00001231Z;GK0001242L;0;138.08;GK0001242L;THO;VENTE AU T.H.O.;;2.1;27/07/2026;B00000008J;;;;;;;;;;
0000010805;27/07/2026;EUR;0001;759990;0;B00001231Z;GK0001242L;0;138.08;GK0001242L;THO;VENTE AU T.H.O.;;2.1;27/07/2026;B00000008J;;;;;;;;;;
0000010806;27/07/2026;EUR;0001;759990;0;B00001231Z;GK0001242L;0;298.51;GK0001242L;THO;VENTE AU T.H.O.;;4.54;27/07/2026;B00000008J;;;;;;;;;;
0000010807;27/07/2026;EUR;0001;759990;0;B00001231Z;GK0001242L;0;632.52;GK0001242L;THO;VENTE AU T.H.O.;;9.62;27/07/2026;B00000008J;;;;;;;;;;
0000010808;27/07/2026;EUR;0001;759990;0;B00001231Z;GK0001242L;0;3.29;GK0001242L;THO;VENTE AU T.H.O.;;0.05;27/07/2026;B00000008J;;;;;;;;;;
0000010809;27/07/2026;EUR;0001;759990;0;B00001231Z;GK0001242L;0;1028.33;GK0001242L;THO;VENTE AU T.H.O.;;15.64;27/07/2026;B00000008J;;;;;;;;;;
0000010810;27/07/2026;EUR;0001;759990;0;B00001231Z;GK0001242L;0;190.68;GK0001242L;THO;VENTE AU T.H.O.;;2.9;27/07/2026;B00000008J;;;;;;;;;;
0000010811;27/07/2026;EUR;0001;759990;0;B00001231Z;GK0001242L;0;328.75;GK0001242L;THO;VENTE AU T.H.O.;;5.0;27/07/2026;B00000008J;;;;;;;;;;
0000010812;27/07/2026;EUR;0001;759990;0;B00001231Z;GK0001242L;0;95.34;GK0001242L;THO;VENTE AU T.H.O.;;1.45;27/07/2026;B00000008J;;;;;;;;;;
0000010813;27/07/2026;EUR;0001;759990;0;B00001231Z;GK0001242L;0;1.32;GK0001242L;THO;VENTE AU T.H.O.;;0.02;27/07/2026;B00000008J;;;;;;;;;;
0000010814;27/07/2026;EUR;0001;759990;0;B00001231Z;GK0001242L;0;461.57;GK0001242L;THO;VENTE AU T.H.O.;;7.02;27/07/2026;B00000008J;;;;;;;;;;
0000010815;27/07/2026;EUR;0001;759990;0;B00001231Z;GK0001242L;0;429.35;GK0001242L;THO;VENTE AU T.H.O.;;6.53;27/07/2026;B00000008J;;;;;;;;;;
0000010816;27/07/2026;EUR;0001;759990;0;B00001231Z;GK0001242L;0;298.51;GK0001242L;THO;VENTE AU T.H.O.;;4.54;27/07/2026;B00000008J;;;;;;;;;;
0000010817;27/07/2026;EUR;0001;759990;0;B00001231Z;GK0001242L;0;412.26;GK0001242L;THO;VENTE AU T.H.O.;;6.27;27/07/2026;B00000008J;;;;;;;;;;
0000010818;27/07/2026;EUR;0001;759990;0;B00001231Z;GK0001242L;0;1.32;GK0001242L;THO;VENTE AU T.H.O.;;0.02;27/07/2026;B00000008J;;;;;;;;;;
0000010819;27/07/2026;EUR;0001;759990;0;B00001231Z;GK0001242L;0;220.27;GK0001242L;THO;VENTE AU T.H.O.;;3.35;27/07/2026;B00000008J;;;;;;;;;;
0000010820;27/07/2026;EUR;0001;759990;0;B00001231Z;GK0001242L;0;131.50;GK0001242L;THO;VENTE AU T.H.O.;;2.0;27/07/2026;B00000008J;;;;;;;;;;
0000010821;27/07/2026;EUR;0001;759990;0;B00001231Z;GK0001242L;0;591.10;GK0001242L;THO;VENTE AU T.H.O.;;8.99;27/07/2026;B00000008J;;;;;;;;;;
0000010822;27/07/2026;EUR;0001;759990;0;B00001231Z;GK0001242L;0;2934.87;GK0001242L;THO;VENTE AU T.H.O.;;44.64;27/07/2026;B00000008J;;;;;;;;;;
0000010823;27/07/2026;EUR;0001;759990;0;B00001231Z;GK0001242L;0;328.75;GK0001242L;THO;VENTE AU T.H.O.;;5.0;27/07/2026;B00000008J;;;;;;;;;;
0000010824;27/07/2026;EUR;0001;759990;0;B00001231Z;GK0001242L;0;3.29;GK0001242L;THO;VENTE AU T.H.O.;;0.05;27/07/2026;B00000008J;;;;;;;;;;
0000010825;27/07/2026;EUR;0001;759990;0;B00001231Z;GK0001242L;0;764.68;GK0001242L;THO;VENTE AU T.H.O.;;11.63;27/07/2026;B00000008J;;;;;;;;;;
0000010826;27/07/2026;EUR;0001;759990;0;B00001231Z;GK0001242L;0;436.58;GK0001242L;THO;VENTE AU T.H.O.;;6.64;27/07/2026;B00000008J;;;;;;;;;;
0000010827;27/07/2026;EUR;0001;759990;0;B00001231Z;GK0001242L;0;639.09;GK0001242L;THO;VENTE AU T.H.O.;;9.72;27/07/2026;B00000008J;;;;;;;;;;
0000010828;27/07/2026;EUR;0001;759990;0;B00001231Z;GK0001242L;0;445.79;GK0001242L;THO;VENTE AU T.H.O.;;6.78;27/07/2026;B00000008J;;;;;;;;;;
